support,itemsets
0.07026724163806818,"frozenset({'Food', 'Nightlife'})"
0.023002191161315497,"frozenset({'Pizza', 'Food'})"
0.24017729396580187,"frozenset({'Restaurants', 'Food'})"
0.05049676328454081,"frozenset({'Food', 'Sandwiches'})"
0.0410117362201967,"frozenset({'Specialty Food', 'Food'})"
0.03764995447587221,"frozenset({'Wine & Spirits', 'Food'})"
0.020530881367124575,"frozenset({'Restaurants', 'French'})"
0.03930082943960299,"frozenset({'Hotels & Travel', 'Hotels'})"
0.03283740382402674,"frozenset({'Pizza', 'Italian'})"
0.0634336198185038,"frozenset({'Restaurants', 'Italian'})"
0.03422814091468478,"frozenset({'Restaurants', 'Japanese'})"
0.02611384033537775,"frozenset({'Sushi Bars', 'Japanese'})"
0.02019070107156793,"frozenset({'Juice Bars & Smoothies', 'Restaurants'})"
0.020320770008104297,"frozenset({'Lounges', 'Nightlife'})"
0.02111118893013297,"frozenset({'Restaurants', 'Mediterranean'})"
0.06594495082393668,"frozenset({'Restaurants', 'Mexican'})"
0.020811029845818285,"frozenset({'Music Venues', 'Nightlife'})"
0.020040621529410586,"frozenset({'Pizza', 'Nightlife'})"
0.036869540856654025,"frozenset({'Pubs', 'Nightlife'})"
0.20646942879726254,"frozenset({'Restaurants', 'Nightlife'})"
0.022581968443274935,"frozenset({'Nightlife', 'Sandwiches'})"
0.03931083474241348,"frozenset({'Seafood', 'Nightlife'})"
0.02632395169439803,"frozenset({'Sports Bars', 'Nightlife'})"
0.023932684322691026,"frozenset({'Wine & Spirits', 'Nightlife'})"
0.026634116081523208,"frozenset({'Wine Bars', 'Nightlife'})"
0.06917666363172481,"frozenset({'Pizza', 'Restaurants'})"
0.031536714458663094,"frozenset({'Pubs', 'Restaurants'})"
0.046994907300869464,"frozenset({'Restaurants', 'Salad'})"
0.10300459243399002,"frozenset({'Restaurants', 'Sandwiches'})"
0.0796422103714969,"frozenset({'Restaurants', 'Seafood'})"
0.03134661370526379,"frozenset({'Southern', 'Restaurants'})"
0.03144666673336868,"frozenset({'Specialty Food', 'Restaurants'})"
0.024392928251973547,"frozenset({'Sports Bars', 'Restaurants'})"
0.02570362292014768,"frozenset({'Restaurants', 'Steakhouses'})"
0.035548840885669404,"frozenset({'Sushi Bars', 'Restaurants'})"
0.02199165557745605,"frozenset({'Thai', 'Restaurants'})"
0.02705433879956377,"frozenset({'Restaurants', 'Vegetarian'})"
0.025613575194853272,"frozenset({'Wine & Spirits', 'Restaurants'})"
0.0207009715149029,"frozenset({'Restaurants', 'Wine Bars'})"
0.022862116921968642,"frozenset({'American (Traditional)', 'Bars', 'American (New)'})"
0.020290754099672827,"frozenset({'American (Traditional)', 'American (New)', 'Food'})"
0.02340240327373508,"frozenset({'American (Traditional)', 'American (New)', 'Nightlife'})"
0.049916455721532416,"frozenset({'American (Traditional)', 'Restaurants', 'American (New)'})"
0.02728446076420503,"frozenset({'Bars', 'Breakfast & Brunch', 'American (New)'})"
0.034698390146777794,"frozenset({'Cocktail Bars', 'Bars', 'American (New)'})"
0.024162806287332285,"frozenset({'Bars', 'American (New)', 'Food'})"
0.08435470799523748,"frozenset({'Bars', 'American (New)', 'Nightlife'})"
0.08435470799523748,"frozenset({'Bars', 'Restaurants', 'American (New)'})"
0.02067095560647143,"frozenset({'Bars', 'American (New)', 'Seafood'})"
0.021961639669024584,"frozenset({'Breakfast & Brunch', 'American (New)', 'Food'})"
0.02728446076420503,"frozenset({'Breakfast & Brunch', 'American (New)', 'Nightlife'})"
0.05644991845678209,"frozenset({'Restaurants', 'Breakfast & Brunch', 'American (New)'})"
0.034698390146777794,"frozenset({'Cocktail Bars', 'American (New)', 'Nightlife'})"
0.034698390146777794,"frozenset({'Cocktail Bars', 'Restaurants', 'American (New)'})"
0.024633055519425295,"frozenset({'American (New)', 'Food', 'Nightlife'})"
0.053208200346183475,"frozenset({'Restaurants', 'American (New)', 'Food'})"
0.08877705183747386,"frozenset({'Restaurants', 'American (New)', 'Nightlife'})"
0.021241257866669333,"frozenset({'American (New)', 'Seafood', 'Nightlife'})"
0.022631994957327383,"frozenset({'Restaurants', 'American (New)', 'Sandwiches'})"
0.024603039610993825,"frozenset({'Restaurants', 'American (New)', 'Seafood'})"
0.06480434630354087,"frozenset({'American (Traditional)', 'Bars', 'Nightlife'})"
0.06480434630354087,"frozenset({'American (Traditional)', 'Bars', 'Restaurants'})"
0.03542877725194353,"frozenset({'American (Traditional)', 'Restaurants', 'Breakfast & Brunch'})"
0.02478313506158264,"frozenset({'American (Traditional)', 'Restaurants', 'Burgers'})"
0.04564419142145337,"frozenset({'American (Traditional)', 'Restaurants', 'Food'})"
0.06767586821015138,"frozenset({'American (Traditional)', 'Restaurants', 'Nightlife'})"
0.020090648043463034,"frozenset({'American (Traditional)', 'Restaurants', 'Sandwiches'})"
0.022872122224779134,"frozenset({'Bars', 'Arts & Entertainment', 'Nightlife'})"
0.020811029845818285,"frozenset({'Arts & Entertainment', 'Music Venues', 'Nightlife'})"
0.030336078121404344,"frozenset({'Restaurants', 'Bakeries', 'Food'})"
0.02341240857654557,"frozenset({'Beer', 'Bars', 'Food'})"
0.02341240857654557,"frozenset({'Beer', 'Bars', 'Nightlife'})"
0.02341240857654557,"frozenset({'Beer', 'Bars', 'Wine & Spirits'})"
0.020030616226600097,"frozenset({'Bars', 'Beer Bar', 'Nightlife'})"
0.02479314036439313,"frozenset({'Cocktail Bars', 'Bars', 'Breakfast & Brunch'})"
0.04621449368165127,"frozenset({'Bars', 'Breakfast & Brunch', 'Nightlife'})"
0.04621449368165127,"frozenset({'Bars', 'Restaurants', 'Breakfast & Brunch'})"
0.027194413038910622,"frozenset({'Bars', 'Burgers', 'Nightlife'})"
0.027194413038910622,"frozenset({'Bars', 'Burgers', 'Restaurants'})"
0.055739541957237335,"frozenset({'Cocktail Bars', 'Bars', 'Nightlife'})"
0.05258787157193313,"frozenset({'Cocktail Bars', 'Bars', 'Restaurants'})"
0.06693547580217515,"frozenset({'Bars', 'Food', 'Nightlife'})"
0.056900157083254126,"frozenset({'Bars', 'Restaurants', 'Food'})"
0.02341240857654557,"frozenset({'Wine & Spirits', 'Bars', 'Food'})"
0.020320770008104297,"frozenset({'Bars', 'Lounges', 'Nightlife'})"
0.036869540856654025,"frozenset({'Pubs', 'Bars', 'Nightlife'})"
0.19764475171841075,"frozenset({'Bars', 'Restaurants', 'Nightlife'})"
0.022341841175823187,"frozenset({'Bars', 'Nightlife', 'Sandwiches'})"
0.03762994387025123,"frozenset({'Bars', 'Seafood', 'Nightlife'})"
0.02632395169439803,"frozenset({'Bars', 'Sports Bars', 'Nightlife'})"
0.02341240857654557,"frozenset({'Bars', 'Nightlife', 'Wine & Spirits'})"
0.026634116081523208,"frozenset({'Bars', 'Wine Bars', 'Nightlife'})"
0.031536714458663094,"frozenset({'Pubs', 'Bars', 'Restaurants'})"
0.022341841175823187,"frozenset({'Bars', 'Restaurants', 'Sandwiches'})"
0.03762994387025123,"frozenset({'Bars', 'Restaurants', 'Seafood'})"
0.024392928251973547,"frozenset({'Bars', 'Sports Bars', 'Restaurants'})"
0.0207009715149029,"frozenset({'Bars', 'Restaurants', 'Wine Bars'})"
0.023932684322691026,"frozenset({'Beer', 'Food', 'Nightlife'})"
0.025613575194853272,"frozenset({'Beer', 'Restaurants', 'Food'})"
0.03764995447587221,"frozenset({'Beer', 'Food', 'Wine & Spirits'})"
0.023932684322691026,"frozenset({'Beer', 'Nightlife', 'Wine & Spirits'})"
0.025613575194853272,"frozenset({'Beer', 'Restaurants', 'Wine & Spirits'})"
0.024222838104195222,"frozenset({'Breakfast & Brunch', 'Cafes', 'Food'})"
0.03556885149129038,"frozenset({'Breakfast & Brunch', 'Restaurants', 'Cafes'})"
0.021561427556605,"frozenset({'Cajun/Creole', 'Breakfast & Brunch', 'Restaurants'})"
0.02479314036439313,"frozenset({'Cocktail Bars', 'Breakfast & Brunch', 'Nightlife'})"
0.02479314036439313,"frozenset({'Cocktail Bars', 'Restaurants', 'Breakfast & Brunch'})"
0.03456832121024143,"frozenset({'Breakfast & Brunch', 'Coffee & Tea', 'Food'})"
0.03456832121024143,"frozenset({'Restaurants', 'Breakfast & Brunch', 'Coffee & Tea'})"
0.0697669764975437,"frozenset({'Restaurants', 'Breakfast & Brunch', 'Food'})"
0.02812490620028615,"frozenset({'Breakfast & Brunch', 'Food', 'Sandwiches'})"
0.047795331525708626,"frozenset({'Restaurants', 'Breakfast & Brunch', 'Nightlife'})"
0.04401332706334357,"frozenset({'Restaurants', 'Breakfast & Brunch', 'Sandwiches'})"
0.025643591103284742,"frozenset({'Burgers', 'Restaurants', 'Food'})"
0.027194413038910622,"frozenset({'Burgers', 'Restaurants', 'Nightlife'})"
0.023482445696218997,"frozenset({'Cafes', 'Coffee & Tea', 'Food'})"
0.023482445696218997,"frozenset({'Restaurants', 'Cafes', 'Coffee & Tea'})"
0.038000140074239346,"frozenset({'Restaurants', 'Cafes', 'Food'})"
0.025803675948252575,"frozenset({'Cajun/Creole', 'Restaurants', 'Seafood'})"
0.02746455621479384,"frozenset({'Restaurants', 'Caterers', 'Event Planning & Services'})"
0.05258787157193313,"frozenset({'Cocktail Bars', 'Restaurants', 'Nightlife'})"
0.06824617047034928,"frozenset({'Restaurants', 'Coffee & Tea', 'Food'})"
0.023682551752428786,"frozenset({'Desserts', 'Restaurants', 'Food'})"
0.03930082943960299,"frozenset({'Hotels & Travel', 'Event Planning & Services', 'Hotels'})"
0.02064093969803996,"frozenset({'Restaurants', 'Italian', 'Food'})"
0.02019070107156793,"frozenset({'Juice Bars & Smoothies', 'Restaurants', 'Food'})"
0.05953155172241288,"frozenset({'Restaurants', 'Food', 'Nightlife'})"
0.023932684322691026,"frozenset({'Wine & Spirits', 'Food', 'Nightlife'})"
0.023002191161315497,"frozenset({'Pizza', 'Restaurants', 'Food'})"
0.05049676328454081,"frozenset({'Restaurants', 'Food', 'Sandwiches'})"
0.03144666673336868,"frozenset({'Specialty Food', 'Restaurants', 'Food'})"
0.025613575194853272,"frozenset({'Wine & Spirits', 'Restaurants', 'Food'})"
0.03283740382402674,"frozenset({'Pizza', 'Restaurants', 'Italian'})"
0.02611384033537775,"frozenset({'Sushi Bars', 'Restaurants', 'Japanese'})"
0.020040621529410586,"frozenset({'Pizza', 'Restaurants', 'Nightlife'})"
0.031536714458663094,"frozenset({'Pubs', 'Restaurants', 'Nightlife'})"
0.022581968443274935,"frozenset({'Restaurants', 'Nightlife', 'Sandwiches'})"
0.03931083474241348,"frozenset({'Restaurants', 'Seafood', 'Nightlife'})"
0.024392928251973547,"frozenset({'Sports Bars', 'Restaurants', 'Nightlife'})"
0.0207009715149029,"frozenset({'Restaurants', 'Wine Bars', 'Nightlife'})"
0.022862116921968642,"frozenset({'American (Traditional)', 'Bars', 'American (New)', 'Nightlife'})"
0.022862116921968642,"frozenset({'American (Traditional)', 'Bars', 'Restaurants', 'American (New)'})"
0.020290754099672827,"frozenset({'American (Traditional)', 'Restaurants', 'American (New)', 'Food'})"
0.02340240327373508,"frozenset({'American (Traditional)', 'Restaurants', 'American (New)', 'Nightlife'})"
0.02728446076420503,"frozenset({'Bars', 'Breakfast & Brunch', 'American (New)', 'Nightlife'})"
0.02728446076420503,"frozenset({'Bars', 'Restaurants', 'Breakfast & Brunch', 'American (New)'})"
0.034698390146777794,"frozenset({'Cocktail Bars', 'Bars', 'American (New)', 'Nightlife'})"
0.034698390146777794,"frozenset({'Cocktail Bars', 'Bars', 'Restaurants', 'American (New)'})"
0.024162806287332285,"frozenset({'Bars', 'American (New)', 'Food', 'Nightlife'})"
0.024162806287332285,"frozenset({'Bars', 'Restaurants', 'American (New)', 'Food'})"
0.08435470799523748,"frozenset({'Bars', 'Restaurants', 'American (New)', 'Nightlife'})"
0.02067095560647143,"frozenset({'Bars', 'American (New)', 'Seafood', 'Nightlife'})"
0.02067095560647143,"frozenset({'Bars', 'Restaurants', 'American (New)', 'Seafood'})"
0.021961639669024584,"frozenset({'Restaurants', 'Breakfast & Brunch', 'American (New)', 'Food'})"
0.02728446076420503,"frozenset({'Restaurants', 'Breakfast & Brunch', 'American (New)', 'Nightlife'})"
0.034698390146777794,"frozenset({'Cocktail Bars', 'Restaurants', 'American (New)', 'Nightlife'})"
0.024633055519425295,"frozenset({'Restaurants', 'American (New)', 'Food', 'Nightlife'})"
0.021241257866669333,"frozenset({'Restaurants', 'American (New)', 'Seafood', 'Nightlife'})"
0.06480434630354087,"frozenset({'American (Traditional)', 'Bars', 'Restaurants', 'Nightlife'})"
0.02341240857654557,"frozenset({'Beer', 'Bars', 'Food', 'Nightlife'})"
0.02341240857654557,"frozenset({'Beer', 'Bars', 'Food', 'Wine & Spirits'})"
0.02341240857654557,"frozenset({'Beer', 'Bars', 'Nightlife', 'Wine & Spirits'})"
0.02479314036439313,"frozenset({'Cocktail Bars', 'Bars', 'Breakfast & Brunch', 'Nightlife'})"
0.02479314036439313,"frozenset({'Cocktail Bars', 'Bars', 'Restaurants', 'Breakfast & Brunch'})"
0.04621449368165127,"frozenset({'Bars', 'Restaurants', 'Breakfast & Brunch', 'Nightlife'})"
0.027194413038910622,"frozenset({'Bars', 'Burgers', 'Restaurants', 'Nightlife'})"
0.05258787157193313,"frozenset({'Cocktail Bars', 'Bars', 'Restaurants', 'Nightlife'})"
0.056900157083254126,"frozenset({'Bars', 'Restaurants', 'Food', 'Nightlife'})"
0.02341240857654557,"frozenset({'Wine & Spirits', 'Bars', 'Food', 'Nightlife'})"
0.031536714458663094,"frozenset({'Pubs', 'Bars', 'Restaurants', 'Nightlife'})"
0.022341841175823187,"frozenset({'Bars', 'Restaurants', 'Nightlife', 'Sandwiches'})"
0.03762994387025123,"frozenset({'Bars', 'Restaurants', 'Seafood', 'Nightlife'})"
0.024392928251973547,"frozenset({'Bars', 'Sports Bars', 'Restaurants', 'Nightlife'})"
0.0207009715149029,"frozenset({'Bars', 'Restaurants', 'Wine Bars', 'Nightlife'})"
0.023932684322691026,"frozenset({'Beer', 'Food', 'Nightlife', 'Wine & Spirits'})"
0.025613575194853272,"frozenset({'Beer', 'Restaurants', 'Food', 'Wine & Spirits'})"
0.024222838104195222,"frozenset({'Breakfast & Brunch', 'Restaurants', 'Cafes', 'Food'})"
0.02479314036439313,"frozenset({'Cocktail Bars', 'Restaurants', 'Breakfast & Brunch', 'Nightlife'})"
0.03456832121024143,"frozenset({'Restaurants', 'Breakfast & Brunch', 'Coffee & Tea', 'Food'})"
0.02812490620028615,"frozenset({'Restaurants', 'Breakfast & Brunch', 'Food', 'Sandwiches'})"
0.023482445696218997,"frozenset({'Restaurants', 'Cafes', 'Coffee & Tea', 'Food'})"
0.022862116921968642,"frozenset({'Bars', 'American (Traditional)', 'American (New)', 'Restaurants', 'Nightlife'})"
0.02728446076420503,"frozenset({'Bars', 'American (New)', 'Breakfast & Brunch', 'Restaurants', 'Nightlife'})"
0.034698390146777794,"frozenset({'Bars', 'American (New)', 'Cocktail Bars', 'Restaurants', 'Nightlife'})"
0.024162806287332285,"frozenset({'Bars', 'American (New)', 'Nightlife', 'Restaurants', 'Food'})"
0.02067095560647143,"frozenset({'Bars', 'American (New)', 'Seafood', 'Restaurants', 'Nightlife'})"
0.02341240857654557,"frozenset({'Bars', 'Wine & Spirits', 'Beer', 'Nightlife', 'Food'})"
0.02479314036439313,"frozenset({'Bars', 'Cocktail Bars', 'Breakfast & Brunch', 'Restaurants', 'Nightlife'})"
