antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Beer'}),frozenset({'Bars'}),0.03764995447587221,0.22306822615986474,0.02341240857654557,0.6218442731862877,2.7876864575981113,1.0,0.015013900016613096,2.0545286471963666,0.6663683380003143,0.09865924614217052,0.5132703545581555,0.363400270703931
frozenset({'Beer Bar'}),frozenset({'Bars'}),0.020030616226600097,0.22306822615986474,0.020030616226600097,1.0,4.482933393137475,1.0,0.01556242219604341,inf,0.7928122926132012,0.08979591836734693,1.0,0.5448979591836735
frozenset({'Cocktail Bars'}),frozenset({'Bars'}),0.055739541957237335,0.22306822615986474,0.055739541957237335,1.0,4.482933393137475,1.0,0.04330582120587305,inf,0.8227939306603373,0.24987665395828662,1.0,0.6249383269791433
frozenset({'Lounges'}),frozenset({'Bars'}),0.020320770008104297,0.22306822615986474,0.020320770008104297,1.0,4.482933393137475,1.0,0.015787851888193892,inf,0.7930471015972875,0.09109665844359721,1.0,0.5455483292217986
frozenset({'Bars'}),frozenset({'Nightlife'}),0.22306822615986474,0.2372657508479494,0.22306822615986474,1.0,4.214683309437463,1.0,0.17014177598972424,inf,0.981726162880544,0.9401619296618032,1.0,0.9700809648309017
frozenset({'Nightlife'}),frozenset({'Bars'}),0.2372657508479494,0.22306822615986474,0.22306822615986474,0.9401619296618032,4.214683309437463,1.0,0.17014177598972424,12.983904217649746,1.0,0.9401619296618032,0.92298156369325,0.9700809648309017
frozenset({'Pubs'}),frozenset({'Bars'}),0.036869540856654025,0.22306822615986474,0.036869540856654025,1.0,4.482933393137475,1.0,0.028645117778431553,inf,0.8066734536992791,0.16528369589594077,1.0,0.5826418479479704
frozenset({'Bars'}),frozenset({'Restaurants'}),0.22306822615986474,0.7231032447197014,0.19764475171841075,0.8860282574568288,1.2253136241979974,1.0,0.036343393588344375,2.429521117266529,0.2366776823950195,0.26404501891382515,0.5883962510582716,0.5796783970480957
frozenset({'Seafood'}),frozenset({'Bars'}),0.0796422103714969,0.22306822615986474,0.03762994387025123,0.4724874371859296,2.118129709998749,1.0,0.019864297275230636,1.472821366936765,0.573565397538183,0.14195666943458893,0.3210310344153674,0.3205899845718838
frozenset({'Sports Bars'}),frozenset({'Bars'}),0.02632395169439803,0.22306822615986474,0.02632395169439803,1.0,4.482933393137475,1.0,0.020451914484410694,inf,0.7979366188499321,0.11800852209015474,1.0,0.5590042610450774
frozenset({'Wine & Spirits'}),frozenset({'Bars'}),0.03764995447587221,0.22306822615986474,0.02341240857654557,0.6218442731862877,2.7876864575981113,1.0,0.015013900016613096,2.0545286471963666,0.6663683380003143,0.09865924614217052,0.5132703545581555,0.363400270703931
frozenset({'Wine Bars'}),frozenset({'Bars'}),0.026634116081523208,0.22306822615986474,0.026634116081523208,1.0,4.482933393137475,1.0,0.0206928910518819,inf,0.7981908824587552,0.1193989683785602,1.0,0.5596994841892801
frozenset({'Beer'}),frozenset({'Food'}),0.03764995447587221,0.30664252053588403,0.03764995447587221,1.0,3.261126337770817,1.0,0.026104877537329464,inf,0.7204836563253761,0.12278125815713911,1.0,0.5613906290785695
frozenset({'Beer'}),frozenset({'Nightlife'}),0.03764995447587221,0.2372657508479494,0.023932684322691026,0.6356630348126495,2.679118383251239,1.0,0.014999639604582093,2.0934857618958183,0.6512629030840277,0.09535579031293603,0.522327775903085,0.3682658599887655
frozenset({'Beer'}),frozenset({'Restaurants'}),0.03764995447587221,0.7231032447197014,0.025613575194853272,0.6803082646824343,0.9408176075134943,1.0,-0.0016112290501989687,0.8661367332666365,-0.061355718811463476,0.03484178291936033,-0.1545521181494033,0.3578650023877082
frozenset({'Beer'}),frozenset({'Wine & Spirits'}),0.03764995447587221,0.03764995447587221,0.03764995447587221,1.0,26.560457082115335,1.0,0.03623243540383696,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'Wine & Spirits'}),frozenset({'Beer'}),0.03764995447587221,0.03764995447587221,0.03764995447587221,1.0,26.560457082115335,1.0,0.03623243540383696,inf,0.9999999999999998,1.0,1.0,1.0
frozenset({'Beer Bar'}),frozenset({'Nightlife'}),0.020030616226600097,0.2372657508479494,0.020030616226600097,1.0,4.214683309437463,1.0,0.015278037027648707,inf,0.7783245699116851,0.08442270388799865,1.0,0.5422113519439993
frozenset({'Cafes'}),frozenset({'Breakfast & Brunch'}),0.058631074469468816,0.1458472990685063,0.03556885149129038,0.606655290102389,4.159523652319646,1.0,0.027017667638433898,2.1715118557303916,0.8068970997710665,0.21057931524700868,0.5394913468415541,0.4252663155595296
frozenset({'Cajun/Creole'}),frozenset({'Breakfast & Brunch'}),0.04426345963360581,0.1458472990685063,0.021561427556605,0.4871157323688969,3.339902318932163,1.0,0.015105721521615736,1.6653907223097961,0.7330367902794659,0.1279235426807551,0.3995403081067604,0.31747568192156855
frozenset({'Cocktail Bars'}),frozenset({'Breakfast & Brunch'}),0.055739541957237335,0.1458472990685063,0.02479314036439313,0.4448034464189553,3.0497887123026226,1.0,0.016663678718614378,1.5384690258290823,0.711782884945715,0.14023769100169778,0.3500031633973916,0.3073986361545281
frozenset({'Coffee & Tea'}),frozenset({'Breakfast & Brunch'}),0.0817433239616997,0.1458472990685063,0.03456832121024143,0.4228886168910649,2.8995299850731473,1.0,0.022646278193545616,1.480048264392429,0.713435071264651,0.1790897781463819,0.32434635811656626,0.32995291789878073
frozenset({'Breakfast & Brunch'}),frozenset({'Food'}),0.1458472990685063,0.30664252053588403,0.0697669764975437,0.4783563147424024,1.559980376845435,1.0,0.025043993097826033,1.3291783243225168,0.4202600952441251,0.18229112203283487,0.24765550137172102,0.35293761965258985
frozenset({'Breakfast & Brunch'}),frozenset({'Restaurants'}),0.1458472990685063,0.7231032447197014,0.1458472990685063,1.0,1.3829283816692495,1.0,0.0403846438784647,inf,0.32417711139744637,0.20169636927164045,1.0,0.6008481846358202
frozenset({'Sandwiches'}),frozenset({'Breakfast & Brunch'}),0.10300459243399002,0.1458472990685063,0.04401332706334357,0.4272948033025741,2.9297409415985713,1.0,0.02899038546519383,1.4914352198252592,0.7343102176385856,0.21486836321008157,0.32950490459977005,0.3645357874645545
frozenset({'Breweries'}),frozenset({'Food'}),0.020080642740652545,0.30664252053588403,0.020080642740652545,1.0,3.261126337770817,1.0,0.013923063836678247,inf,0.7075658566469267,0.06548551292090837,1.0,0.5327427564604542
frozenset({'Burgers'}),frozenset({'Restaurants'}),0.06822615986472831,0.7231032447197014,0.06822615986472831,1.0,1.3829283816692495,1.0,0.0188916022917782,inf,0.29717163473928354,0.09435189284923623,1.0,0.5471759464246181
frozenset({'Cafes'}),frozenset({'Coffee & Tea'}),0.058631074469468816,0.0817433239616997,0.023482445696218997,0.4005119453924915,4.8996288134814385,1.0,0.018689746781638667,1.5317347342967378,0.8454739528010022,0.20089018231618594,0.3471454439145249,0.3438912236142384
frozenset({'Cafes'}),frozenset({'Food'}),0.058631074469468816,0.30664252053588403,0.038000140074239346,0.648122866894198,2.1136105513401984,1.0,0.02002135961719431,1.9704533606497185,0.5596912413641028,0.11611128095383674,0.4925025783557397,0.3860230622646401
frozenset({'Cafes'}),frozenset({'Restaurants'}),0.058631074469468816,0.7231032447197014,0.058631074469468816,1.0,1.3829283816692495,1.0,0.016234754279193464,inf,0.29414265520210015,0.08108257693159177,1.0,0.5405412884657959
frozenset({'Cajun/Creole'}),frozenset({'Restaurants'}),0.04426345963360581,0.7231032447197014,0.04426345963360581,1.0,1.3829283816692495,1.0,0.012256408350025921,inf,0.2897208002261235,0.06121319459818464,1.0,0.5306065972990923
frozenset({'Cajun/Creole'}),frozenset({'Seafood'}),0.04426345963360581,0.0796422103714969,0.025803675948252575,0.5829566003616636,7.319693886475778,1.0,0.02227843618434268,2.2068633394669366,0.9033684791658818,0.2630290668026517,0.5468681806814789,0.45347578761801777
frozenset({'Caterers'}),frozenset({'Event Planning & Services'}),0.030576205388856095,0.09772179255005153,0.030576205388856095,1.0,10.233131975017917,1.0,0.02758824378887853,inf,0.9307366009226863,0.3128903450394185,1.0,0.6564451725197092
frozenset({'Caterers'}),frozenset({'Restaurants'}),0.030576205388856095,0.7231032447197014,0.02746455621479384,0.8982329842931936,1.2421918873305267,1.0,0.005354802886895976,2.7208890165163724,0.20112091105549856,0.037818772990920735,0.6324730652629386,0.4681072492862913
frozenset({'Chinese'}),frozenset({'Restaurants'}),0.029355558445976367,0.7231032447197014,0.029355558445976367,1.0,1.3829283816692495,1.0,0.00812845888313202,inf,0.2852710461484544,0.040596634934691164,1.0,0.5202983174673456
frozenset({'Cocktail Bars'}),frozenset({'Nightlife'}),0.055739541957237335,0.2372657508479494,0.055739541957237335,1.0,4.214683309437463,1.0,0.04251445768283264,inf,0.8077583283885734,0.23492451716285742,1.0,0.6174622585814287
frozenset({'Cocktail Bars'}),frozenset({'Restaurants'}),0.055739541957237335,0.7231032447197014,0.05258787157193313,0.9434571890145397,1.3047337235780967,1.0,0.012282427923464873,4.897116900528717,0.2473471024093658,0.07240966013197957,0.7957982175406033,0.5080912245714717
frozenset({'Coffee & Tea'}),frozenset({'Food'}),0.0817433239616997,0.30664252053588403,0.0817433239616997,1.0,3.261126337770817,1.0,0.056677345065102774,inf,0.7550802488640944,0.2665753067084312,1.0,0.6332876533542156
frozenset({'Coffee & Tea'}),frozenset({'Restaurants'}),0.0817433239616997,0.7231032447197014,0.06824617047034928,0.8348837209302326,1.1545843930680477,1.0,0.009137307679470512,1.6769803488806814,0.14580615852103426,0.09265019491721112,0.40369009054431626,0.4646316435069582
frozenset({'Desserts'}),frozenset({'Food'}),0.03477843256926171,0.30664252053588403,0.03477843256926171,1.0,3.261126337770817,1.0,0.024113886345936017,inf,0.7183402265965937,0.11341686243800575,1.0,0.5567084312190029
frozenset({'Desserts'}),frozenset({'Restaurants'}),0.03477843256926171,0.7231032447197014,0.023682551752428786,0.6809551208285385,0.941712163236799,1.0,-0.0014658456846696997,0.8678928055494297,-0.06026147684071333,0.032256306128289336,-0.15221602668654252,0.3568531968986615
frozenset({'Diners'}),frozenset({'Restaurants'}),0.020771008634576326,0.7231032447197014,0.020771008634576326,1.0,1.3829283816692495,1.0,0.005751424894813249,inf,0.28277017706981644,0.028724817356652645,1.0,0.5143624086783263
frozenset({'Event Planning & Services'}),frozenset({'Hotels'}),0.09772179255005153,0.03930082943960299,0.03930082943960299,0.4021705743831268,10.233131975017917,1.0,0.035460281938061146,1.6069787290398005,1.0,0.40217057438312676,0.377714227370316,0.7010852871915634
frozenset({'Hotels'}),frozenset({'Event Planning & Services'}),0.03930082943960299,0.09772179255005153,0.03930082943960299,1.0,10.233131975017917,1.0,0.035460281938061146,inf,0.9391891188202335,0.40217057438312676,1.0,0.7010852871915634
frozenset({'Hotels & Travel'}),frozenset({'Event Planning & Services'}),0.0561597646752779,0.09772179255005153,0.04250252633895965,0.7568145376803849,7.744583044695548,1.0,0.03701449346570243,3.7102473101952835,0.9226958733237676,0.381602587136184,0.7304761875974876,0.595874249489317
frozenset({'Event Planning & Services'}),frozenset({'Hotels & Travel'}),0.09772179255005153,0.0561597646752779,0.04250252633895965,0.4349339612982492,7.744583044695548,1.0,0.03701449346570243,1.6703184595790108,0.9651984088947027,0.381602587136184,0.4013117712582538,0.595874249489317
frozenset({'Event Planning & Services'}),frozenset({'Restaurants'}),0.09772179255005153,0.7231032447197014,0.05137722993186389,0.5257499744036039,0.7270745612646253,1.0,-0.019285715340903925,0.5838623939599905,-0.29380024886847783,0.06677155934671798,-0.7127323327292863,0.2984005019239627
frozenset({'Venues & Event Spaces'}),frozenset({'Event Planning & Services'}),0.03810019310234424,0.09772179255005153,0.03810019310234424,1.0,10.233131975017917,1.0,0.03437697393588005,inf,0.9380168297985209,0.38988430428995596,1.0,0.694942152144978
frozenset({'Fast Food'}),frozenset({'Restaurants'}),0.02272204268262179,0.7231032447197014,0.02272204268262179,1.0,1.3829283816692495,1.0,0.006291659892158425,inf,0.2833346983905975,0.03142295771529777,1.0,0.5157114788576489
frozenset({'Ice Cream & Frozen Yogurt'}),frozenset({'Food'}),0.031076470529380572,0.30664252053588403,0.031076470529380572,1.0,3.261126337770817,1.0,0.021547103276892195,inf,0.7155956671244618,0.10134429652832158,1.0,0.5506721482641608
frozenset({'Juice Bars & Smoothies'}),frozenset({'Food'}),0.02299218585850501,0.30664252053588403,0.02299218585850501,1.0,3.261126337770817,1.0,0.015941804034223524,inf,0.7096744462308883,0.0749804228660924,1.0,0.5374902114330462
frozenset({'Food'}),frozenset({'Restaurants'}),0.30664252053588403,0.7231032447197014,0.24017729396580187,0.7832484990864004,1.0831765792864243,1.0,0.018443092397276428,1.2774848345371954,0.11075021801854244,0.30418805043401126,0.21721184239163352,0.5576982477721132
frozenset({'Sandwiches'}),frozenset({'Food'}),0.10300459243399002,0.30664252053588403,0.05049676328454081,0.4902379796017484,1.5987279870548143,1.0,0.018911175433810656,1.3601591560752808,0.41750796207701313,0.140600624024961,0.26479192120024747,0.3274571521605714
frozenset({'Specialty Food'}),frozenset({'Food'}),0.0410117362201967,0.30664252053588403,0.0410117362201967,1.0,3.261126337770817,1.0,0.028435794054082773,inf,0.7230093481345463,0.13374445314539282,1.0,0.5668722265726964
frozenset({'Wine & Spirits'}),frozenset({'Food'}),0.03764995447587221,0.30664252053588403,0.03764995447587221,1.0,3.261126337770817,1.0,0.026104877537329464,inf,0.7204836563253761,0.12278125815713911,1.0,0.5613906290785695
frozenset({'French'}),frozenset({'Restaurants'}),0.020530881367124575,0.7231032447197014,0.020530881367124575,1.0,1.3829283816692495,1.0,0.005684934433601534,inf,0.2827008529546963,0.02839273854328094,1.0,0.5141963692716405
frozenset({'Hotels & Travel'}),frozenset({'Hotels'}),0.0561597646752779,0.03930082943960299,0.03930082943960299,0.6998040263673615,17.806342419383576,1.0,0.03709370410673165,3.200240026323744,1.0,0.6998040263673614,0.6875234383126119,0.8499020131836807
frozenset({'Hotels'}),frozenset({'Hotels & Travel'}),0.03930082943960299,0.0561597646752779,0.03930082943960299,1.0,17.806342419383572,1.0,0.03709370410673165,inf,0.9824513898290963,0.6998040263673614,1.0,0.8499020131836807
frozenset({'Pizza'}),frozenset({'Italian'}),0.06917666363172481,0.0634336198185038,0.03283740382402674,0.4746890367370553,7.483240560687456,1.0,0.02844927764289939,1.7828799428895554,0.930754548098503,0.32912154031287605,0.4391097370363164,0.4961773259395056
frozenset({'Italian'}),frozenset({'Pizza'}),0.0634336198185038,0.06917666363172481,0.03283740382402674,0.5176656151419559,7.483240560687455,1.0,0.02844927764289939,1.929829938709897,0.9250471425560912,0.32912154031287605,0.48181962568758463,0.4961773259395056
frozenset({'Italian'}),frozenset({'Restaurants'}),0.0634336198185038,0.7231032447197014,0.0634336198185038,1.0,1.3829283816692495,1.0,0.017564563503427742,inf,0.29565096627388976,0.08772415319902589,1.0,0.5438620765995129
frozenset({'Japanese'}),frozenset({'Restaurants'}),0.03422814091468478,0.7231032447197014,0.03422814091468478,1.0,1.3829283816692495,1.0,0.009477661158553047,inf,0.28671031639143857,0.04733506752269205,1.0,0.523667533761346
frozenset({'Sushi Bars'}),frozenset({'Japanese'}),0.035548840885669404,0.03422814091468478,0.02611384033537775,0.7345904869124683,21.461594678585346,1.0,0.02489706960018935,3.638798955811373,0.9885468340861903,0.5980751604032998,0.7251840477740761,0.748762650647114
frozenset({'Japanese'}),frozenset({'Sushi Bars'}),0.03422814091468478,0.035548840885669404,0.02611384033537775,0.7629348143817597,21.461594678585346,1.0,0.02489706960018935,4.068295210024814,0.987194989172909,0.5980751604032998,0.7541967953712236,0.748762650647114
frozenset({'Juice Bars & Smoothies'}),frozenset({'Restaurants'}),0.02299218585850501,0.7231032447197014,0.02019070107156793,0.8781549173194081,1.2144253586634226,1.0,0.0035649768740845245,2.2725312272647344,0.18072044225550415,0.02781453302458926,0.5599620423242233,0.4530386054385396
frozenset({'Lounges'}),frozenset({'Nightlife'}),0.020320770008104297,0.2372657508479494,0.020320770008104297,1.0,4.214683309437463,1.0,0.015499347254322941,inf,0.778555088034642,0.08564561018807455,1.0,0.5428228050940372
frozenset({'Mediterranean'}),frozenset({'Restaurants'}),0.02111118893013297,0.7231032447197014,0.02111118893013297,1.0,1.3829283816692495,1.0,0.005845619714863177,inf,0.2828684444535299,0.02919526234226256,1.0,0.5145976311711313
frozenset({'Mexican'}),frozenset({'Restaurants'}),0.06594495082393668,0.7231032447197014,0.06594495082393668,1.0,1.3829283816692495,1.0,0.01825994291026692,inf,0.2964458631475213,0.091197144122205,1.0,0.5455985720611025
frozenset({'Music Venues'}),frozenset({'Nightlife'}),0.020811029845818285,0.2372657508479494,0.020811029845818285,1.0,4.214683309437463,1.0,0.015873285223531125,inf,0.7789448946018577,0.08771190014337522,1.0,0.5438559500716876
frozenset({'Pubs'}),frozenset({'Nightlife'}),0.036869540856654025,0.2372657508479494,0.036869540856654025,1.0,4.214683309437463,1.0,0.02812166156188086,inf,0.7919324343977895,0.15539343847516235,1.0,0.5776967192375811
frozenset({'Nightlife'}),frozenset({'Restaurants'}),0.2372657508479494,0.7231032447197014,0.20646942879726254,0.8702032554609092,1.2034287797978676,1.0,0.03490179449825409,2.1333104791153343,0.2216250021196405,0.27386861313868616,0.5312449782674431,0.5778678442458409
frozenset({'Seafood'}),frozenset({'Nightlife'}),0.0796422103714969,0.2372657508479494,0.03931083474241348,0.49359296482412063,2.0803380304999743,1.0,0.020414465899429926,1.5061683510916206,0.5642467466859596,0.14161110109929717,0.336063595231414,0.3296378419465126
frozenset({'Sports Bars'}),frozenset({'Nightlife'}),0.02632395169439803,0.2372657508479494,0.02632395169439803,1.0,4.214683309437463,1.0,0.020078179530341533,inf,0.7833552550454191,0.11094711984481741,1.0,0.5554735599224087
frozenset({'Wine & Spirits'}),frozenset({'Nightlife'}),0.03764995447587221,0.2372657508479494,0.023932684322691026,0.6356630348126495,2.679118383251239,1.0,0.014999639604582093,2.0934857618958183,0.6512629030840277,0.09535579031293603,0.522327775903085,0.3682658599887655
frozenset({'Wine Bars'}),frozenset({'Nightlife'}),0.026634116081523208,0.2372657508479494,0.026634116081523208,1.0,4.214683309437463,1.0,0.02031475253126916,inf,0.7836048722824691,0.1122543645104158,1.0,0.5561271822552079
frozenset({'Pizza'}),frozenset({'Restaurants'}),0.06917666363172481,0.7231032447197014,0.06917666363172481,1.0,1.3829283816692495,1.0,0.019154793700741232,inf,0.2974750894843765,0.09566637148549922,1.0,0.5478331857427496
frozenset({'Pubs'}),frozenset({'Restaurants'}),0.036869540856654025,0.7231032447197014,0.031536714458663094,0.8553595658073271,1.1829010200872387,1.0,0.0048762298338909695,1.9143800060185756,0.16053975787526592,0.0432937298262482,0.47763767023468545,0.44948629164840564
frozenset({'Salad'}),frozenset({'Restaurants'}),0.046994907300869464,0.7231032447197014,0.046994907300869464,1.0,1.3829283816692495,1.0,0.013012737346309165,inf,0.2905511811023621,0.0649905911002878,1.0,0.5324952955501439
frozenset({'Sandwiches'}),frozenset({'Restaurants'}),0.10300459243399002,0.7231032447197014,0.10300459243399002,1.0,1.3829283816692495,1.0,0.028521637423941426,inf,0.3086936153125418,0.14244797431923845,1.0,0.5712239871596192
frozenset({'Seafood'}),frozenset({'Restaurants'}),0.0796422103714969,0.7231032447197014,0.0796422103714969,1.0,1.3829283816692495,1.0,0.02205266963521843,inf,0.3008577298966158,0.11013947310161612,1.0,0.555069736550808
frozenset({'Southern'}),frozenset({'Restaurants'}),0.03134661370526379,0.7231032447197014,0.03134661370526379,1.0,1.3829283816692495,1.0,0.008679775624012481,inf,0.28585741731567754,0.04335012176223157,1.0,0.5216750608811158
frozenset({'Specialty Food'}),frozenset({'Restaurants'}),0.0410117362201967,0.7231032447197014,0.03144666673336868,0.7667723835081728,1.0603912914336304,1.0,0.001790947200955944,1.1872382844078913,0.05938747658657652,0.04292074070027858,0.1577091026013133,0.4051304357213213
frozenset({'Sports Bars'}),frozenset({'Restaurants'}),0.02632395169439803,0.7231032447197014,0.024392928251973547,0.926643861649563,1.2814820959747741,1.0,0.005357993367909649,3.7746910007381698,0.22559202700228026,0.03364382805492307,0.7350776527656324,0.4801887672206195
frozenset({'Steakhouses'}),frozenset({'Restaurants'}),0.02570362292014768,0.7231032447197014,0.02570362292014768,1.0,1.3829283816692495,1.0,0.007117249785537204,inf,0.2842017704204235,0.03554626964799646,1.0,0.5177731348239982
frozenset({'Sushi Bars'}),frozenset({'Restaurants'}),0.035548840885669404,0.7231032447197014,0.035548840885669404,1.0,1.3829283816692495,1.0,0.009843358695217474,inf,0.2871029317177418,0.04916150099623644,1.0,0.5245807504981183
frozenset({'Thai'}),frozenset({'Restaurants'}),0.02199165557745605,0.7231032447197014,0.02199165557745605,1.0,1.3829283816692495,1.0,0.00608941807263946,inf,0.2831231010035908,0.03041288465795882,1.0,0.5152064423289794
frozenset({'Vegetarian'}),frozenset({'Restaurants'}),0.02705433879956377,0.7231032447197014,0.02705433879956377,1.0,1.3829283816692495,1.0,0.007491258629853094,inf,0.2845963205577779,0.03741421297321231,1.0,0.5187071064866061
frozenset({'Wine & Spirits'}),frozenset({'Restaurants'}),0.03764995447587221,0.7231032447197014,0.025613575194853272,0.6803082646824343,0.9408176075134943,1.0,-0.0016112290501989687,0.8661367332666365,-0.061355718811463476,0.03484178291936033,-0.1545521181494033,0.3578650023877082
frozenset({'Wine Bars'}),frozenset({'Restaurants'}),0.026634116081523208,0.7231032447197014,0.0207009715149029,0.7772351615326822,1.0748605641148299,1.0,0.0014417557561122868,1.2430002741250505,0.0715525055274879,0.028394977012282992,0.1954949481375607,0.40293156128438407
"frozenset({'American (Traditional)', 'American (New)'})",frozenset({'Bars'}),0.049916455721532416,0.22306822615986474,0.022862116921968642,0.458007616756865,2.053217639470661,1.0,0.011727341687978975,1.4334736019557817,0.5399099627277344,0.09140365614624585,0.3023938504094986,0.2802484820720858
"frozenset({'American (Traditional)', 'American (New)'})",frozenset({'Food'}),0.049916455721532416,0.30664252053588403,0.020290754099672827,0.40649428743235116,1.325629226899021,1.0,0.0049842463010042765,1.1682406163615247,0.2585470050851506,0.06034098009461751,0.14401195610328,0.23633250002001271
"frozenset({'American (Traditional)', 'Food'})",frozenset({'American (New)'}),0.04564419142145337,0.16925970764505188,0.020290754099672827,0.44454186760192893,2.6263891967376005,1.0,0.012565031603982844,1.4955947962601708,0.648866087078433,0.10426199167137935,0.3313696981959532,0.28221063942252855
"frozenset({'American (Traditional)', 'American (New)'})",frozenset({'Nightlife'}),0.049916455721532416,0.2372657508479494,0.02340240327373508,0.468831429144117,1.9759759993534227,1.0,0.01155893792729727,1.4359551581205963,0.5198711014480505,0.08871946593840087,0.3035994234605363,0.28373257381132644
"frozenset({'American (Traditional)', 'American (New)'})",frozenset({'Restaurants'}),0.049916455721532416,0.7231032447197014,0.049916455721532416,1.0,1.3829283816692495,1.0,0.01382170462438502,inf,0.2914446386823648,0.06903088332964358,1.0,0.5345154416648218
"frozenset({'Bars', 'Breakfast & Brunch'})",frozenset({'American (New)'}),0.04621449368165127,0.16925970764505188,0.02728446076420503,0.5903875297683482,3.4880571281998636,1.0,0.019462209074684638,2.0281127961878993,0.7478698755239741,0.14498378435855178,0.5069307772823931,0.37579316194038975
"frozenset({'Breakfast & Brunch', 'American (New)'})",frozenset({'Bars'}),0.05644991845678209,0.22306822615986474,0.02728446076420503,0.48333924140375756,2.1667776255026396,1.0,0.014692277587181638,1.5037561125235142,0.5707012102337781,0.10817136057120191,0.33499854685753566,0.3028268308386807
"frozenset({'Cocktail Bars', 'Bars'})",frozenset({'American (New)'}),0.055739541957237335,0.16925970764505188,0.034698390146777794,0.6225094238018309,3.677835868104368,1.0,0.025263931570826702,2.200691473470954,0.7710806538258363,0.18233438485804415,0.5455973669844827,0.4137551552419334
"frozenset({'Cocktail Bars', 'American (New)'})",frozenset({'Bars'}),0.034698390146777794,0.22306822615986474,0.034698390146777794,1.0,4.482933393137475,1.0,0.026958281806133143,inf,0.8048590885063072,0.15555057187710247,1.0,0.5777752859385512
